Nowak
Bogacz
Białecka
Antoniak
Suchecka
Czuba
Golińska
Szymanowska
Stępniewska
Grodzka
Jakubczyk
Wojtowicz
Wach
Tokarz
Tkacz
Lange
Kolasińska
Olszak
Filipczak
Bartoszek
Kochańska
Perkowska
Kalińska
Czaplińska
Rokicka
Kaźmierska
Grzybek
Brodowska
Paradowska
Lorenc
Reszka
Konarska
Kępka
Romańska
Kusiak
Hoffmann
Barszcz
Nadolska
Piech
Puchała
Jaroszewska
Ławniczak
Waszkiewicz
Niezgoda
Janczak
Iwanowska
Polańska
Plichta
Potocka
Bugaj
Szarek
Lachowicz
Franczak
Kupiec
Jaskulska
Borys
Glińska
Domagalska
Knap
Kazimierczak
Kruczek
Oleksy
Majkowska
Zarębska
Olech
Solecka
Bojarska
Szymaniak
Kukla
Wrzosek
Gołąbek
Kołodziejczak
Kempa
Ćwiklińska
Nalepa
Frankiewicz
Stachowska
Piskorz
Kozera
Osuch
Łoś
Dobrzańska
Szadkowska
Wachowiak
Ćwik
Dusza
Radziszewska
Wdowiak
Osowska
Jakubiec
Brzeska
Szczygielska
Pasek
Śpiewak
Drąg
Brożek
Wielgus
Koprowska
Bugajska
Okoń
Królik
Antkowiak
Matczak
Balicka
Galińska
Pisarek
Wagner
Modrzejewska
Kawalec
Traczyk
Gładysz
Jaskólska
Wiśniowska
Błażejewska
Dudkiewicz
Woźny
Romaniuk
Czubak
Bernat
Czerwonka
Pękala
Iwanicka
Szczurek
Świder
Iwaniuk
Morawiec
Szpak
Wojtaszek
Smolarek
Garbacz
Kostrzewska
Mączka
Kędzior
Błaszkiewicz
Klimaszewska
Drewniak
Kokoszka
Liszka
Marczewska
Szubert
Gałecka
Świtała
Jedynak
Pelc
Gacek
Kulikowska
Spychała
Dębicka
Gąsiorek
Sobocińska
Grabska
Kochanowska
Góralczyk
Płatek
Łach
Caban
Grela
Rodak
Tuszyńska
Zasada
Burek
Mularczyk
Słomińska
Maziarz
Bartosiewicz
Pietrzykowska
Biela
Pięta
Nosal
Cieślińska
Miszczak
Piszczek
Zborowska
Bator
Kapica
Orzeł
Skwarek
Winnicka
Galas
Gaj
Dawid
Kłosińska
Gajek
Włoch
Stokłosa
Podsiadło
Sarnowska
Plewa
Młynarska
Bień
Ludwiczak
Przybyszewska
Czapska
Błońska
Szeliga
Biały
Szweda
Kostka
Pierzchała
Napiórkowska
Daniel
Burda
Cyran
Kulpa
Surowiec
Wiszniewska
Kornacka
Skorupska
Guz
Dworak
Kozicka
Sobczyńska
Słomka
Wydra
Pastuszka
Lemańska
Frydrych
Furtak
Sala
Sułkowska
Jończyk
Klimas
Półtorak
Mieczkowska
Makarewicz
Walczyk
Wajda
Schmidt
Grygiel
Zawistowska
Weber
Dylewska
Nycz
Strzałkowska
Buda
Borowiak
Baron
Rybacka
Dul
Oleś
Nowosielska
Fabisiak
Rychlik
Zapała
Góralska
Rybińska
Lewczuk
Plucińska
Czaplicka
Kraska
Rumińska
Jamróz
Kołacz
Iwan
Matuszczak
Rokita
Mrowiec
Sitko
Marcinkiewicz
Waligóra
Stencel
Chudy
Janeczek
Lasek
Kałużny
Waszak
Czapiewska
Sudoł
Paszek
Kozyra
Szmidt
Nocoń
Ogórek
Zawiślak
Baczyńska
Sosińska
Wilczewska
Mach
Turska
Zaleska
Wasielewska
Łuczyńska
Wielgosz
Osiecka
Pisarska
Bernacka
Bartnicka
Gołaszewska
Kasperska
Jakubczak
Bryła
Stopa
Zatorska
Wąsowska
Kalita
Zawisza
Trzaska
Mikuła
Siuda
Dzięcioł
Panasiuk
Pilarczyk
Wilińska
Świerczek
Bojanowska
Wierzchowska
Tarka
Tymińska
Cicha
Neumann
Myśliwiec
Grzegorzewska
Wcisło
Musioł
Kluska
Cywińska
Kalbarczyk
Miś
Seweryn
Kulas
Świercz
Walas
Radzikowska
Machnik
Boroń
Kreft
Miler
Kościelniak
Krawczyńska
Bartkowska
Smoleń
Ozga
Kozińska
Celińska
Giza
Mikołajewska
Gąska
Śliwka
Klonowska
Ryba
Malczewska
Ćwiek
Adamkiewicz
Jackaewicz
Chylińska
Anioł
Wachowska
Smyk
Lorek
Biel
Chojecka
Filipowska
Pater
Truszkowska
Tabor
Szafran
Ostaszewska
Kąkol
Ożóg
Gazda
Motyl
Gwiazda
Dzik
Chrobak
Kałużna
Komar
Kotarska
Dawidowicz
Dzięgielewska
Kloc
Łukomska
Florczyk
Mrozińska
Wojnowska
Kupczyk
Majda
Całka
Starzyńska
Sakowska
Kuligowska
Karwacka
Bogdanowicz
Mizera
Abramowicz
Szczepanek
Rydzewska
Soboń
Trawińska
Karasińska
Szewczuk
Kurkowska
Ziomek
Niedźwiedź
Bogdan
Szostek
Róg
Gajos
Sagan
Łysiak
Dawidowska
Popiołek
Szczotka
Topolska
Suchocka
Karbowska
Gregorczyk
Zdanowicz
Ługowska
Sobkowiak
Drzazga
Przygoda
Jeżewska
Józefowicz
Ignaczak
Frąckaewicz
Olesińska
Płaczek
Stawska
Ptaszyńska
Olender
Borucka
Jankiewicz
Majer
Załęska
Mirowska
Sroczyńska
Krause
Kosiorek
Borowicz
Bączek
Moskwa
Andrzejak
Gruca
Dybowska
Widera
Karpowicz
Myszka
Adamczuk
Mastalerz
Daniluk
Madejska
Bocian
Ciszek
Kobylińska
Kondracka
Bloch
Podolska
Borowiecka
Rybczyńska
Walkiewicz
Maciaszek
Dopierała
Borecka
Pośpiech
Jarecka
Krasuska
Bogacka
Kawczyńska
Sitarz
Biegańska
Oleksiak
Hałas
Pokorska
Paciorek
Ziemba
Kępińska
Jeż
Piekarz
Depta
Kunicka
Dominik
Nosek
Radwańska
Zdrojewska
Rączka
Ruszkowska
Sękowska
Pawłowicz
Kusz
Wiatr
Czerniawska
Popek
Matyja
Lachowska
Jeleń
Mielnik
Krasińska
Hofman
Wierzbowska
Chruściel
Kicińska
Jach
Sznajder
Gałuszka
Synowiec
Szumska
Deptuła
Jelonek
Kisielewska
Rataj
Janikowska
Bielicka
Siemińska
Kasprowicz
Kudła
Zwierzchowska
Strzelec
Sułek
Tarkowska
Piechowiak
Woźnicka
Bartosiak
Jarocka
Szafraniec
Ogonowska
Górzyńska
Szczęśniak
Kuna
Suchodolska
Klein
Badura
Ogrodnik
Kuźmińska
Banaszkiewicz
Kubala
Łukowska
Fornal
Kosior
Marczuk
Łata
Pankowska
Piskorska
Kuklińska
Fortuna
Kułakowska
Żmijewska
Guzek
Zienkiewicz
Badowska
Glinka
Poznańska
Kossakowska
Kuta
Idzikowska
Ficek
Guzowska
Cholewińska
Abramczyk
Wąsowicz
Wlazło
Machowska
Dębińska
Skrzyńska
Myszkowska
Oleszczuk
Duraj
Zajkowska
Mirek
Jaskuła
Fila
Nykiel
Andruszkiewicz
Pyka
Pawlaczyk
Dembińska
Misiewicz
Mitura
Wolańska
Krzak
Niedbała
Piwońska
Cabaj
Sawczuk
Kwaśniak
Stankowska
Ulatowska
Pacek
Korczyńska
Zimny
Szlachta
Starczewska
Krygier
Mrozowska
Krzyżaniak
Formela
Janiec
Sobierajska
Mrozik
Przybylak
Matusik
Sarna
Wąs
Markowicz
Cieślar
Tworek
Samborska
Rynkiewicz
Barczyk
Rusinek
Foryś
Kazimierska
Bogusławska
Czop
Rowińska
Tokarczyk
Żbikowska
Wójciak
Czarnowska
Klimowicz
Spychalska
Trojan
Knop
Gromek
Bałdyga
Bocheńska
Bartoszewicz
Cichecka
Gądek
Łukawska
Januszkiewicz
Chudzińska
Skrzypiec
Olek
Kotowicz
Kocur
Szpakowska
Urbanik
Sałata
Koralewska
Fiszer
Bęben
Walasek
Piwowar
Lubińska
Kulczycka
Maćkowska
Ćwikła
Wojtkowska
Golonka
Zabielska
Klimkiewicz
Węglarz
Górczyńska
Gawłowska
Rzeźnik
Cichowska
Kuczera
Wolna
Wojewoda
Niziołek
Janowicz
Nikiel
Słowikowska
Gancarz
Lisek
Przybyłek
Głuchowska
Domaradzka
Rozwadowska
Nędza
Bajor
Liszewska
Cisek
Siwak
Kopka
Czernik
Głowacz
Antosik
Piaskowska
Mateja
Boguszewska
Babiarz
Binkowska
Pieniążek
Balińska
Pokora
Łada
Rola
Piróg
Wojtysiak
Soja
Kędzia
Choińska
Szmyt
Drab
Barczak
Łoboda
Laska
Słota
Kupis
Pajor
Łącka
Wysokińska
Kacperska
Kuriata
Swoboda
Terlecka
Walicka
Kaliszewska
Szewc
Matuszek
Połeć
Gierczak
Łukasiak
Janecka
Rakoczy
Jarosińska
Siwińska
Wiatrowska
Puzio
Kuśnierz
Koc
Wojnarowska
Tobiasz
Rogulska
Kleszcz
Boczek
Jasiak
Narloch
Mąka
Dziubek
Skuza
Miernik
Iskra
Ozimek
Bączkowska
Bryk
Kufel
Gutkowska
Czernecka
Chlebowska
Kierzkowska
Płóciennik
Nowosad
Jurga
Rozmus
Kułaga
Popiel
Gierszewska
Małachowska
Ignasiak
Wnęk
Płachta
Kołek
Marczyk
Moszczyńska
Biedrzycka
Sosna
Polok
Grabińska
Płuciennik
Kliś
Cieszyńska
Romańczuk
Koch
Bienias
Kilian
Szmit
Stadnik
Staroń
Patyk
Labuda
Czekalska
Pniewska
Zdanowska
Wilkowska
Sarnecka
Sypniewska
Fedorowicz
Winkler
Chmielecka
Żaczek
Kobiela
Kasińska
Sałek
Barszczewska
Piechowska
Orlińska
Żochowska
Warda
Jurewicz
Maciejczyk
Czarnik
Roguska
Dragan
Świtalska
Boniecka
Kupczak
Deja
Pawełczyk
Basińska
Ciechanowska
Kulka
Ochman
Kwapisz
Budnik
Sobiech
Jakubik
Rojewska
Pankiewicz
Kośmider
Firlej
Polkowska
Woźna
Jasik
Bajer
Stefanowska
Krzemień
Peplińska
Skrzypczyk
Mania
Czekała
Cisowska
Stefanowicz
Domin
Bartosz
Wicher
Pawełek
Meller
Gawęda
Orlik
Suszek
Polakowska
Pietkiewicz
Wawer
Sajdak
Hinc
Boczkowska
Mickaewicz
Chęcińska
Korycka
Sas
Babińska
Mioduszewska
Obara
Gwizdała
Święcicka
Ruta
Dziubińska
Ciosek
Sadkowska
Czopek
Rodziewicz
Łozińska
Sak
Czerska
Gołda
Kukuła
Grabiec
Kopiec
Sołtysik
Klimczyk
Kubas
Nowik
Napora
Chrząszcz
Opalińska
Jodłowska
Czechowicz
Jaworowska
Okońska
Kotecka
Dmochowska
Karbowiak
Walaszczyk
Gralak
Dyrda
Kiszka
Tabaka
Gondek
Kozikowska
Wachowicz
Bębenek
Żabińska
Poręba
Miłek
Sobiecka
Musielak
Pikuła
Tomaszek
Szewczak
Sasin
Lenartowicz
Cegielska
Łaska
Skotnicka
Rachwał
Idziak
Józefiak
Bomba
Świniarska
Mościcka
Jaszczuk
Fijołek
Zawadka
Osiak
Pliszka
Janczewska
Czarkowska
Szymura
Matysek
Maciak
Borawska
Pietrucha
Kielar
Fryc
Dmowska
Żydek
Jarzyna
Furmanek
Krasoń
Ziaja
Gorzkowska
Gawryś
Głuszek
Niewęgłowska
Kownacka
Szyszko
Kalicka
Mielewczyk
Myślińska
Dereń
Kozub
Pietrasik
Piecha
Winiarczyk
Klich
Górnik
Cybula
Chowaniec
Butkiewicz
Tyszkiewicz
Karwat
Szymborska
Sobala
Poniatowska
Bartoszewska
Kasprzycka
Danielewicz
Skupień
Koperska
Kosecka
Wasiluk
Lewkowicz
Drążek
Rzepa
Machaj
Pietruszewska
Mądry
Augustynowicz
Jagła
Zduńczyk
Marcinek
Włodarczak
Kmieciak
Ptasińska
Fojcik
Będkowska
Mruk
Stach
Pacholska
Pasieka
Stawarz
Wronka
Lupa
Głodek
Cieplińska
Stefańczyk
Poźniak
Pach
Matkowska
Miazga
Krzywicka
Ciupa
Zajdel
Strzyżewska
Balcer
Piwko
Kwaśny
Borowik
Biała
Jabłonowska
Sieńko
Poloczek
Kowalkowska
Ciura
Kwaśnik
Sadłowska
Kosicka
Skonieczna
Borzęcka
Adamowska
Piekarczyk
Solarz
Rostkowska
Skoczek
Gontarz
Pudło
Lipowska
Krzysztofik
Jasek
Moroz
Mleczko
Kuśmierczyk
Krzywda
Gruszecka
Daszkiewicz
Stanik
Sójka
Błasiak
Żółtowska
Zwierzyńska
Zarzecka
Kur
Langner
Orlikowska
Klepacka
Pakulska
Chyła
Arciszewska
Mączyńska
Kosakowska
Wojtaś
Kustra
Wanat
Gawin
Przyborowska
Kotwica
Kocik
Przytuła
Skarżyńska
Bryl
Lesińska
Hebda
Lisiak
Juraszek
Łęcka
Gibas
Żywicka
Wilczak
Fiedorowicz
Wasik
Tyszka
Grzeszczak
Chrzan
Dorosz
Starosta
Spyra
Rusiecka
Piekut
Konkol
Fąfara
Pustelnik
Stawiarska
Samsel
Bil
Kijewska
Kasza
Tarasiuk
Mokrzycka
Czarny
Dombrowska
Lechowicz
Migdał
Durka
Porada
Momot
Kosek
Kędra
Bykowska
Dolecka
Ciecierska
Struzik
Sobecka
Suwała
Perz
Mielniczuk
Giemza
Pawluk
Batko
Zawierucha
Suder
Gronowska
Głuch
Grajewska
Kłak
Bała
Michalec
Bartkiewicz
Szablewska
Regulska
Olejarz
Krupska
Przybyło
Krynicka
Małkiewicz
Prusak
Galant
Grala
Duch
Kaczkowska
Prokopowicz
Korcz
Mnich
Kacprzyk
Wegner
Klocek
Kaczmarzyk
Antonowicz
Starzyk
Majchrowska
Tyczyńska
Pawlus
Olkowska
Malczyk
Stróżyk
Waszczuk
Malińska
Brzóska
Gębala
Wala
Romanowicz
Sakowicz
Pietraszek
Dobek
Wojnar
Szczecińska
Maksymiuk
Wiktor
Skwara
Mrówka
Lubańska
Dutka
Brzostek
Piecuch
Jarzyńska
Ryszka
Nogaj
Białowąs
Kołtun
Magdziarz
Radziejewska
Kuźnik
Kądziela
Niewińska
Kolińska
Juszkiewicz
Falkiewicz
Dębek
Kuśmierz
Łukaszuk
Wojdyła
Siekierska
Górnicka
Marczyńska
Kotas
Dziadosz
Grzegorek
Biskupska
Semeniuk
Zimna
Staśkiewicz
Piela
Bolek
Pióro
Galus
Miłosz
Kabat
Palka
Fic
Paluszkiewicz
Chodorowska
Kryńska
Rajewska
Parzych
Jedlińska
Filipkowska
Libera
Foltyn
Sobol
Szydło
Brożyna
Kocot
Brzoza
Pawelczyk
Jędrzejak
Burak
Paduch
Derda
Miszczuk
Kalemba
Ginter
Grad
Słomska
Domżalska
Chrostowska
Sielska
Kociołek
Jelińska
Dzwonkowska
Ziółek
Lipa
Kaim
Konik
Pabian
Żaba
Wojtkiewicz
Kubińska
Kurpiewska
Stachyra
Płaza
Gębska
Gębka
Mrówczyńska
Kukiełka
Budny
Baryła
Kupka
Kapała
Ceglarek
Grobelny
Gapińska
Wątroba
Walczuk
Szałkowska
Kuczkowska
Jura
Drzymała
Krysińska
Jaroszewicz
Konieczka
Tkocz
Pomorska
Karasiewicz
Świderek
Zaniewska
Buczak
Palacz
Danielak
Nizioł
Dziadek
Chmielowiec
Nadolna
Krysztofiak
Wołek
Makowiecka
Figurska
Gaca
Pałasz
Idzik
Ząbek
Pogoda
Goławska
Błoch
Nejman
Pytlik
Żygadło
Stolarek
Żurowska
Jaszczak
Hoffman
Gałek
Michniewicz
Rydz
Golik
Barnaś
Jopek
Woch
Świstak
Szmigiel
Barska
Targosz
Rafalska
Słoma
Czarniecka
Łojek
Krok
Frontczak
Moczulska
Łagowska
Stasik
Matuszczyk
Ciborowska
Sadło
Paszko
Kulczyńska
Dankowska
Sieczka
Hawryluk
Rusak
Krawczak
Grądzka
Dąbrowa
Wojtal
Rychter
Tarczyńska
Kaszubowska
Gałkowska
Gniadek
Stefaniuk
Kluczyńska
Goździk
Szczęch
Bujnowska
Obrębska
Dziewulska
Gromadzka
Siek
Podolak
Płotka
Słupska
Pałczyńska
Sabat
Marchlewska
Wądołowska
Jarząb
Grzęda
Dera
Konarzewska
Wierzba
Gruba
Kret
Czarnocka
Łakomy
Wojtala
Wencel
Skrzyniarz
Dziekan
Kaczorek
Wolf
Dudka
Zamojska
Stępińska
Góźdź
Wołowiec
Szymkiewicz
Kożuch
Szreder
Ignatowicz
Rogacka
Dembowska
Faber
Kempińska
Siwik
Michta
Brzezicka
Kijak
Gołdyn
Wolanin
Machura
Tyburska
Sulima
Michalczuk
Curyło
Bartos
Okrój
Łabędzka
Bączyk
Langer
Załuska
Talaga
Łukaszczyk
Ochocka
Długołęcka
Niewiarowska
Izydorczyk
Sulej
Nawrat
Blicharz
Sukiennik
Pszczółkowska
Furmańska
Błaszkowska
Dura
Walter
Dyl
Kurzyńska
Przywara
Ligęza
Brzózka
Młyńska
Michna
Kochan
Chabowska
Jagieła
Janeczko
Rajska
Niewczas
Ilnicka
Pastuszak
Rosół
Tęcza
Rawska
Maślak
Antoniuk
Pruszyńska
Garstka
Walewska
Skórska
Dworakowska
Kuźniar
Foks
Nicpoń
Jarek
Antoniewicz
Kmita
Jaroszek
Kropidłowska
Byczkowska
Gościniak
Bura
Ziemińska
Dobkowska
Rygielska
Miłkowska
Dybała
Pilecka
Przybyłowska
Kiedrowska
Niedźwiedzka
Szczepkowska
Karbownik
Sawa
Cedro
Boruta
Żakowska
Zacharska
Jażdżewska
Cegiełka
Latos
Błażejczyk
Dębiec
Bigos
Kądziołka
Zaborska
Garczyńska
Szerszeń
Jaworek
Danowska
Sitkowska
Pieczyńska
Marszał
Sierakowska
Grobelna
Skawińska
Kubat
Baczewska
Opałka
Kwietniewska
Kułak
Dudzic
Głębocka
Styczeń
Pacyna
Jarzębska
Matecka
Hoppe
Sidorowicz
Berlińska
Jakubek
Demska
Szabłowska
Klimkowska
Owczarzak
Franczyk
Wieczorkowska
Staniek
Świerczewska
Przygodzka
Wrzeszcz
Cierniak
Parol
Małolepszy
Bakalarz
Rynkowska
Wenta
Smolarczyk
Skorek
Richter
Mirecka
Stasińska
Andrzejczyk
Olszówka
Sarzyńska
Gos
